,Construction & immobilier,Finance,Industrie,Info-com,Primaires & ̩nergie,Public & services non-marchands,Services,Services pro
2010-10-01,-1.857289542784773,0.8817897880397771,0.3731890966542061,0.13831523525137301,-0.43093645905572975,-0.12382514840974324,0.670169713403238,0.5971150009413815
2011-01-01,0.6836527763039466,-0.9092862987821344,-0.15518321479691877,0.07388145971496907,0.05596253677169594,-0.25467347437135446,-0.010044861335066324,-0.5818944198893521
2011-04-01,0.3762932594025685,0.27062310627548136,0.06952029616662714,-0.1990828652882181,0.5707439069477124,0.5198352547048753,-0.4722663621607073,-0.30596459764116846
2011-07-01,0.705981607051964,-0.6586578059400479,-0.2576192837734541,-0.19227575926827267,-0.008239848310681364,-0.252829391342661,0.15662597750749285,-0.22452938986576543
2011-10-01,-1.881724888489567,0.12219386414123168,0.14180125551351133,0.075638446665449,0.13656117041963767,0.5073737769111895,-0.1700003560404082,0.31189996751720006
2012-01-01,1.9170454682687912,-0.1798257430005359,-0.3308463319248941,-0.22506604239170447,0.27254143463670677,-0.2332454507565461,-0.6026881266821286,0.04215601131539426
2012-04-01,-0.9758354689644335,0.5118058382543472,0.36548358547109305,0.4829322013285212,-0.2380392983757846,-0.7308486556212364,0.4857139722710239,0.6425350247865703
2012-07-01,-0.3304469996505437,0.6034635176246256,-0.3364296947996739,-0.8722640945944614,0.018281981122675595,0.7171356531010056,0.1788159452785712,-0.0936862783029565
2012-10-01,-0.5853596234734224,0.25904488248973356,0.04923839165086652,0.4848179432602455,-0.10566037284352096,-0.03722574169783033,-0.08943992581253313,-0.35871882680845213
2013-01-01,0.7446446541081975,-0.939004135450433,0.03534004707839722,0.14386087863888974,-0.169267781936556,0.5295104575942378,-0.09537710717592329,-0.40594581081631276
2013-04-01,0.23236057333553206,-0.727011662769913,0.10913878484058703,-0.6221372946160991,-0.03671031315386088,0.1694434055954981,0.1886753734892872,-0.44912626513090026
2013-07-01,0.43996242929342055,0.8858442070350774,0.20895914587254194,-0.5110705267800879,-0.004587182667182346,-0.8246692150982304,0.3644581069353863,1.0183330555735939
2013-10-01,-0.1278490119251886,-0.3389054492310387,0.022962261389793515,-0.2829612230577011,-0.06401027313345498,0.2969859190920553,0.027927392786708805,1.040188635088644
2014-01-01,-0.026708443711245367,-0.42309647042339177,0.12346505133676289,0.6682903955212657,-0.06793035783504886,0.014550674501233485,-0.507382446120278,1.0835756301010668
2014-04-01,-0.26807151434142196,0.35388003756710434,0.055906406446676354,0.4768173816358622,-0.04388948638192636,-0.2842239062428603,0.2535536925997242,-1.192171114591019
2014-07-01,1.0775550766278554,-0.00798672471980455,-0.18025421595250807,0.540851877093888,-0.055985242763836096,0.10474910856866176,-0.14314385517225914,-1.1314997355866871
2014-10-01,0.20354451372655158,0.986371255049426,-0.3000202503286882,0.42773415388550756,-0.1367673890399601,-0.37497771022483345,-0.15995757507754804,-0.2928931122739562
2015-01-01,0.31769986528156735,-0.7176808784024672,-0.12077936995828642,-0.2139204003131992,0.40091397019854225,-0.3274950557738703,0.09037146310015642,-0.2108646921823185
2015-04-01,0.24961948490966213,-0.30573644076535833,-0.08586308077199267,-0.7718820782831374,0.04509277652713295,0.04814530072616474,0.008670011955178691,0.5418914628530196
2015-07-01,-1.202396773659103,0.058627122085050276,0.1318756059587058,-0.7106735119168321,-0.12504623936564352,0.3085500052346911,0.027035832613285904,0.4724665626989606
2015-10-01,1.0977689166888107,0.16305792187405505,-0.056617297603480804,-0.10242178136252134,-0.11619712179451491,0.6179215493741,-0.10446325412866186,-0.507655579515679
2016-01-01,0.9790057145054123,-0.2830658216852263,-0.2467375648548565,-0.15067398156719808,-0.6849148553642868,0.6648355739510913,-0.6768186147738001,-0.1609527917198761
2016-04-01,1.3052774803386986,0.41744814657229673,-0.3110208735435637,0.26277599889623815,-0.12945432734140772,-0.36532495039594276,-0.13941807191691918,-0.5585897822331729
2016-07-01,0.34692649279735976,0.29429599881243584,0.037452680695788235,-0.05819637203815953,-0.19982646318081043,-0.7199140685063121,0.26876353507739037,0.2420659181803877
2016-10-01,0.06546366127076148,-0.4176265257947819,0.2956072831919351,0.2583815730315787,0.568155170400009,-0.4249963238311939,0.04709078117455531,0.16249592216963638
2017-01-01,-0.7864290200897892,-0.1302435858666935,-0.09633343346413359,0.036981606366496333,0.30180972886137236,-0.16905168558058803,0.407413272242574,-0.0543749551426056
2017-04-01,-0.6798678096525823,-0.36462401451471804,0.38137947727663335,0.236183826195947,0.610722415401644,-0.1546818283107973,0.4913256297533982,0.026464761026113837
2017-07-01,-0.5927929249432062,-0.30058524536093345,0.09399618854628033,0.12037034829414855,0.1003546336002692,0.023148882403198272,-0.24040014501169957,0.237448058045783
2017-10-01,-0.10283527556749084,0.3711143895033513,-0.11783571026678422,0.2669016194878522,-0.6644479297650728,0.3443773832565697,0.018607061034114608,0.7330834261832703
2018-01-01,-0.3279051424140752,-0.12683131082923288,0.10963384078035786,-0.1518507507939167,0.1217304572802766,0.08984184895088076,-0.21123265240021907,0.45249602350465346
2018-04-01,-0.1838153561203859,0.3110197861536551,0.1571492479543441,0.45946241920398767,0.024627937663005306,0.2999653745130687,0.24450774825761024,-0.3926224581181228
2018-07-01,-0.24989011728662233,1.2275459428133415,0.15489572982317146,0.49967577952503045,0.16267244058404717,0.25726582568873924,0.08963361981315826,0.31927737000917455
2018-10-01,-0.32815665785702947,0.06502252919413265,-0.1595326237913196,-0.302014276736856,-0.41891296880214746,0.2573205893008138,0.06073388442376042,-0.09944446533338058
2019-01-01,-1.217926973033829,-0.36134728711152864,-0.17272308102333112,-0.3638414624618702,-0.04392450591156871,-0.5634104769268802,-0.29479122439581085,-0.5163075103395709
2019-04-01,-0.06753247292587766,-0.381448511189336,-0.011894940466162574,0.12127350170418816,-0.2751032936854223,-0.3500317773466204,-0.011275932453709725,-0.4783827827796756
2019-07-01,0.07354283116152138,-0.4298087551958867,0.22116267578409188,-0.1804085394473851,0.039788971435075204,0.265530838777595,-0.12763494191112423,0.14180481286106517
2019-10-01,-0.5278896453389845,-0.14473381751803194,-0.11435063351394614,0.0908227416993801,0.21489705980905227,0.05001572621279271,0.06406427747749976,0.02728644935209079
2020-01-01,0.6675020646086605,0.4125189989015945,0.0889736461297066,0.20615931972830404,0.3837838127161153,0.05822184696371413,0.0759045724300238,0.18455012112935
2020-04-01,-0.02670144876630881,0.004622135515629844,-0.01931701271927977,0.1342652450782016,-0.05259532639714848,0.01775709783603996,-0.07099106773391384,0.029326734220322725
2020-07-01,0.1470386420082781,0.0755286308579115,-0.007003374071748336,0.17658281682026988,-0.18483115679478157,-0.013008345194252036,-0.08095305800552,0.05718741926428306
2020-10-01,-0.24151605978038887,0.07024441502957801,-0.09684067716733358,0.42126567439116736,-0.04682229465445609,0.10218490029342797,-0.21655100619211032,-0.04429407641602989
2021-01-01,-0.10190585117188405,0.010362700222219079,-0.05131772511478072,-0.034709390818231434,0.5549774662962594,0.33567246909564175,-0.04186868058932203,-0.8906358464227874
2021-04-01,0.3411096280088082,0.026903151643891787,-0.08190185737682576,-0.11876167408511007,0.05308827463601107,-0.6193875076475335,0.16871202860241463,0.31038228219121977
2021-07-01,0.5716174644767742,-0.04019854722244276,0.31570215113491584,-0.360987610317199,0.1972157465218487,0.05868612880606747,0.07813390486297056,-0.44906869201556443
2021-10-01,-0.45562888528469114,-0.2558276112058825,-0.17920365977291675,-0.09092971514040671,0.2073174859320437,0.3089298095634864,0.10317905301060715,0.8750114229427803
2022-01-01,-0.3298373153472345,0.3065347758592627,0.37388478523475693,-0.46326483775134175,-1.1359737404756967,-0.12228883186064876,0.14583173370511937,-0.2450188643526332
2022-04-01,-0.40652140939523745,-0.3315253107710625,-0.5227753380546911,0.46721352762140866,0.39911187314221763,0.042745826456093816,-0.36433323275150586,-0.05235987529494768
2022-07-01,-0.533749990705169,0.04876685402162595,0.24924327587867223,0.11481304437318296,0.14471422921302002,-0.251462579239941,0.23116940487837712,0.7881825487521688
2022-10-01,1.2357296569189675,0.13452742232218196,0.012361067676392778,-0.27180171856568514,-0.4396469137447164,0.507197799394125,-0.37725237328703853,-1.7151249225419987
2023-01-01,0.6372423615860664,-0.09809946410804327,-0.1659207333763706,-0.13507310781947313,0.29465566265982857,-0.3203269024879942,0.2611968824420918,1.074902224601053
